0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.893013516086045282e-03 4.000000000000000222e-01 0.000000000000000000e+00 7.710978342046303016e-03 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.805634875309346347e-03 5.999999999999999778e-01 0.000000000000000000e+00 1.344357907464703572e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.627070245573957449e-02 1.000000000000000000e+00 0.000000000000000000e+00 5.101965013179966812e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.786027032172090565e-03 5.999999999999999778e-01 0.000000000000000000e+00 1.534798534798534862e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.334856272606129421e-02 1.000000000000000000e+00 0.000000000000000000e+00 4.544881322169277982e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.087188273367599323e-02 1.000000000000000000e+00 0.000000000000000000e+00 7.816858481111990664e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.557205406434418113e-02 9.000000000000000222e-01 0.000000000000000000e+00 3.051421284339401324e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.821245002855510969e-02 1.000000000000000000e+00 0.000000000000000000e+00 5.468676183629454096e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.378450409289928735e-02 1.000000000000000000e+00 0.000000000000000000e+00 8.355009045712916138e-02 0.000000000000000000e+00 0.000000000000000000e+00
