4.000000000000000222e-01,1.639182692307692424e-01,6.935219460602854991e-01,1.466022827041263965e-01,1.717948916882038601e-01,5.467609730301428161e-01
4.000000000000000222e-01,1.307314560439560291e-01,6.967477525118984660e-01,1.335363290499374522e-01,1.510488501395897132e-01,5.483738762559492441e-01
4.333333333333334036e-01,2.557508406893652803e-02,5.807244843997885209e-01,4.722008828406985131e-02,7.297668892871338187e-02,5.070289088665609345e-01
4.666666666666666186e-01,2.639903846153845990e-01,6.951348492860920381e-01,2.267339771729587616e-01,2.534445497809764691e-01,5.809007579763794116e-01
4.333333333333332926e-01,1.672690731399747721e-01,6.000528820729773560e-01,1.229839771729587528e-01,1.297869814664625587e-01,5.166931077031553521e-01
3.666666666666666408e-01,2.343028846153845934e-01,7.967213114754099212e-01,1.934930390066474382e-01,2.141718010864423483e-01,5.816939890710383088e-01
2.999999999999999889e-01,2.899999999999999800e-01,9.230037017451083736e-01,2.458333333333333481e-01,3.660351950696183465e-01,6.115018508725540425e-01
2.333333333333333093e-01,2.563541666666666607e-01,8.000528820729773116e-01,1.521298270552002008e-01,1.831917504361200155e-01,5.166931077031553521e-01
2.999999999999999889e-01,2.596006144393241399e-01,8.016657852987837396e-01,1.583216783216783163e-01,2.036407244711052889e-01,5.508328926493918365e-01
5.000000000000000000e-01,1.941340318415940014e-01,6.033844526705446354e-01,1.550916363048715774e-01,2.244109245769748961e-01,5.516922263352722622e-01
4.000000000000000222e-01,2.309117485646740575e-01,7.241671073506081857e-01,1.836824966078697552e-01,2.498617796732951479e-01,5.620835536753040484e-01
2.999999999999999889e-01,2.913541666666666918e-01,8.901903754627180643e-01,2.306218905472636749e-01,2.761723000970012221e-01,5.950951877313590543e-01
3.000000000000000444e-01,1.888888888888888840e-01,8.197778952934955399e-01,1.905050505050505105e-01,3.018925089050337185e-01,5.598889476467479032e-01
2.666666666666666630e-01,2.750000000000000222e-01,9.902696985721840539e-01,2.657142857142856807e-01,3.137043032958882760e-01,6.284681826194253862e-01
2.666666666666666630e-01,3.499999999999999778e-01,9.885774722369118361e-01,2.842857142857142527e-01,3.850042740894431548e-01,6.276220694517891108e-01
