5.000000000000000000e-01,3.272261249288019314e-02,5.000000000000000000e-01,6.142522582803613268e-02,0.000000000000000000e+00,5.000000000000000000e-01
5.066666666666665986e-01,7.311898543716986720e-02,5.682438600304281495e-01,1.034726513585543656e-01,1.658631954480329906e-01,5.374552633485473185e-01
5.799999999999999600e-01,2.113393374251597567e-01,6.471506194305586268e-01,1.787819191810404995e-01,4.766395395962851333e-01,6.135753097152794044e-01
6.333333333333333037e-01,1.654377024344013680e-01,7.369224081721366115e-01,2.530843882359543606e-01,6.771720754453287583e-01,6.851278707527350686e-01
6.533333333333332105e-01,1.530946624371650744e-01,7.379634861986523742e-01,2.459796315422597690e-01,6.907022277708982916e-01,6.956484097659928478e-01
5.133333333333333082e-01,8.378660735023839290e-02,5.140230384698978305e-01,8.433371883599680152e-02,7.501406346059176500e-02,5.136781859016156249e-01
5.866666666666666696e-01,1.655835572711334414e-01,6.887263638339492511e-01,2.053864334362570376e-01,5.442850266161671779e-01,6.376965152503079048e-01
6.333333333333333037e-01,1.582290696182227230e-01,7.406759400130404902e-01,2.488812491173942598e-01,6.817183666417865329e-01,6.870046366731868970e-01
6.599999999999999201e-01,1.504071306720362045e-01,7.347141925668332352e-01,2.440131214974061713e-01,6.936483065575818063e-01,6.973570962834165776e-01
6.599999999999999201e-01,1.515832181202576567e-01,7.347315800912845862e-01,2.449401793027698448e-01,6.924334401867269229e-01,6.973657900456422531e-01
5.666666666666666519e-01,1.552413183439783073e-01,5.341925668332970778e-01,1.199498993918116235e-01,2.145794899581907611e-01,5.504296167499818093e-01
5.999999999999998668e-01,2.095917066805275675e-01,7.396544229515322755e-01,2.434076534003673797e-01,6.447965092790379771e-01,6.698272114757660711e-01
6.399999999999999023e-01,1.487939347549839808e-01,7.360747663551401310e-01,2.400396490751487144e-01,6.836771616499039972e-01,6.880373831775701277e-01
6.533333333333332105e-01,1.492676276204709662e-01,7.356487720060855828e-01,2.419855468172574242e-01,6.899994210107477377e-01,6.944910526697094522e-01
6.866666666666667584e-01,1.613961284774778349e-01,7.426581178004781902e-01,2.593727239109100413e-01,7.104409190950253805e-01,7.146623922335723078e-01
