1.000000000000000056e-01,3.738317757009345516e-03,9.000000000000000222e-01,7.207207207207207318e-03,0.000000000000000000e+00,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
1.399999999999999856e-01,1.370716510903426666e-01,8.980392156862745390e-01,6.554054054054055112e-02,8.900210382700055045e-02,5.190196078431371651e-01
1.950000000000000067e-01,1.796728971962616717e-01,8.951170759565961754e-01,1.211507936507936478e-01,1.640795856089445892e-01,5.450585379782981743e-01
1.149999999999999911e-01,2.361111111111111049e-01,9.737292975442602971e-01,1.261538461538461442e-01,2.093762082887217768e-01,5.443646487721301996e-01
2.500000000000000139e-02,1.000000000000000056e-01,1.000000000000000000e+00,4.000000000000000083e-02,5.000000000000000278e-02,5.124999999999999556e-01
1.649999999999999800e-01,1.744949494949494806e-01,9.824957167332952768e-01,1.263247863247863312e-01,2.402171223204661865e-01,5.737478583666475451e-01
1.649999999999999800e-01,1.678210678210678153e-01,9.552826956025128879e-01,1.215151515151515343e-01,2.699292971844649558e-01,5.601413478012563507e-01
2.750000000000000222e-01,2.473046251993620270e-01,9.521701884637350233e-01,2.046583850931677218e-01,4.121781607189912155e-01,6.135850942318675783e-01
3.950000000000000178e-01,1.169844088659878212e-01,8.225775747192081155e-01,1.721886652657838301e-01,5.176408201257911568e-01,6.087887873596040667e-01
6.500000000000000222e-02,1.142857142857142821e-01,9.882352941176471006e-01,6.105263157894737225e-02,1.094088525786004740e-01,5.266176470588235237e-01
2.950000000000000400e-01,1.944117647058823395e-01,9.639158576051780614e-01,1.740259740259740284e-01,3.496729005486034492e-01,6.294579288025889952e-01
3.450000000000000289e-01,2.178399378399378250e-01,9.269560251284980623e-01,1.978617243323125829e-01,4.803099473012337195e-01,6.359780125642489068e-01
3.250000000000000111e-01,1.611363636363636331e-01,9.160003807348182647e-01,2.013035113035113177e-01,4.938902213630061988e-01,6.205001903674091102e-01
4.550000000000000711e-01,2.280333800186740978e-01,8.840281743765467937e-01,2.269264069264069206e-01,5.842992549393498658e-01,6.695140871882735434e-01
