0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
5.461224489795918347e-02,7.130952380952381153e-01,9.980122682607591722e-01,1.000077591254061871e-01,2.167819854338271790e-01,5.263122565793592056e-01
1.232244897959183516e-01,7.650571650571650340e-01,9.944753755689698105e-01,2.073042785069374450e-01,3.450246602760540515e-01,5.588499326824442059e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
6.477551020408162108e-02,7.280952380952381287e-01,9.980122682607591722e-01,1.177668578389998999e-01,2.381920223473728004e-01,5.313938892324203689e-01
1.212244897959183776e-01,7.777777777777779011e-01,9.953603313211821790e-01,2.068153256679104712e-01,3.442792025318268667e-01,5.582924105585502783e-01
2.041632653061224434e-01,7.960297545591663582e-01,9.933706460372345726e-01,3.207443436446911766e-01,4.475709687140005388e-01,5.987669556716785912e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
2.840816326530611752e-02,5.433333333333332238e-01,9.986750083025649483e-01,5.281157860514130997e-02,1.359323118348484682e-01,5.135415857839356057e-01
9.502040816326530470e-02,8.321284271284271616e-01,9.969080271152005457e-01,1.666559701087695911e-01,3.016404226107741726e-01,5.459642176392327517e-01
1.373469387755101856e-01,7.814452214452213274e-01,9.944753755689698105e-01,2.296061419695704653e-01,3.664716126289510600e-01,5.659111571722400535e-01
2.344897959183673830e-01,8.016468253968254132e-01,9.927079059954285745e-01,3.573564078761360396e-01,4.790941157881639656e-01,6.135988509568981453e-01
