0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000056e-01,2.000000000000000111e-01,9.951612903225806051e-01,1.300000000000000044e-01,1.722700851757796026e-01,5.475806451612903469e-01
1.000000000000000056e-01,2.000000000000000111e-01,9.951612903225806051e-01,1.300000000000000044e-01,1.722700851757796303e-01,5.475806451612903469e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000056e-01,2.500000000000000000e-01,9.967741935483871440e-01,1.399999999999999856e-01,1.727375829663336526e-01,5.483870967741936164e-01
1.000000000000000056e-01,7.499999999999999722e-02,9.983606557377049384e-01,8.571428571428571508e-02,9.917694073609294170e-02,5.491803278688525136e-01
1.000000000000000056e-01,2.000000000000000111e-01,9.951348492860920825e-01,1.300000000000000044e-01,1.722623894787579102e-01,5.475674246430459746e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
3.333333333333333287e-02,5.000000000000000278e-02,9.983606557377049384e-01,4.000000000000000083e-02,5.725983343138681819e-02,5.158469945355191877e-01
1.000000000000000056e-01,2.500000000000000000e-01,9.951612903225806051e-01,1.399999999999999856e-01,1.727375829663336526e-01,5.475806451612903469e-01
1.333333333333333315e-01,2.500000000000000000e-01,9.935219460602855435e-01,1.700000000000000122e-01,2.295299186071664277e-01,5.634276396968095346e-01
2.333333333333333370e-01,4.000000000000000222e-01,9.919090428344791155e-01,2.899999999999999800e-01,3.684471058283474987e-01,6.126211880839061985e-01
